Cus_ID,Cus_Name,Gender,Age,Sex,Email
C0777,Khalid Elmasry,Male,25.0,Male,Khalid@hotmail.com
C0778,Ibrahim Samir,Male,58.0,Male,IbrahimSamir@outlook.com
C0779,Iman Abdelrahman,Female,,Female,Iman.AbdelrahmanATgmail.com
C0779,Iman Abdelrahman,Female,,Female,Iman.AbdelrahmanATgmail.com
C0780,Samar Wael,Female,49.0,Female,Samar.Wael@gmail.com
C0781,Nour Gamal,Female,42.0,Female,Nour_Gamal@yahoo.com
C0782,Nada Ayman,Female,18.0,Female,
C0783,Mahmoud Youssef,Male,57.0,Male,Mahmoud_Youssef@yahoo.com
C0784,Ghada Adel,F,31.0,F,GhadaAdel@outlook.com
C0785,Hala Samir,Female,61.0,Female,Hala.Samir@gmail.com
C0786,Samer Omar,Male,64.0,Male,Samer.Omar@gmail.com
C0787,Samar Wael,Female,45.0,Female,Samar.Wael@gmail.com
C0788,Nour Samir,Female,49.0,Female,Nour_Samir@yahoo.com
C0789,Heba Youssef,Female,74.0,Female,
C0790,Nasser Elmasry,Male,30.0,Male,NASSER.ELMASRY@GMAIL.COM
C0791,Batoul Nabil,Female,71.0,Female,Batoul_Nabil@yahoo.com
C0792,Amir Elmasry,Male,57.0,Male,AmirElmasry@outlook.com
C0793,Yasmin Wael,Female,22.0,Female,YasminWael@outlook.com
C0794,Fatima Shawky,Female,72.0,Female,FatimaShawky@outlook.com
C0795,Heba Tarek,Female,74.0,Female,Heba.Tarek@gmail.com
C0796,Iman Adel,Female,68.0,Female,Iman_Adel@yahoo.com
C0797,Samir Said,Male,69.0,Male,SSaid@email.com
C0798,Ghada Shawky,Female,27.0,Female,GhadaAThotmail.com
C0799,Mohamed Omar,Male,71.0,Male,Mohamed@hotmail.com
C0800,Tarek Youssef,Male,62.0,Male,Tarek@hotmail.com
